Name,Origin
Anthemis arvensis,Alien
Anthemis cotula,Alien
Anthemis secundiramea,Alien
Anthenantia,Native
Anthenantia rufa,Native
Anthenantia texana,Native
Anthenantia villosa,Native
Anthephora,Alien
Anthephora hermaphrodita,Alien
Anthoxanthum,Alien
Anthoxanthum aristatum,Alien
Anthoxanthum odoratum,Alien
Anthriscus,Alien
Anthriscus caucalis,Alien
Anthriscus cerefolium,Alien
Anthriscus sylvestris,Alien
Anthriscus sylvestris ssp. sylvestris,Alien
Anthurium,Alien
Anthurium schlechtendalii,Alien
Anthyllis,Alien
Anthyllis vulneraria,Alien
Anticlea,Native
Anticlea glauca,Native
Antigonon,Alien
Antigonon leptopus,Alien
Antirrhinum,Alien
Antirrhinum majus,Alien
Apera,Alien
Apera interrupta,Alien
Apera spica-venti,Alien
Aphanes,Alien
Aphanes australis,Alien
Aphanostephus,Native
Aphanostephus pilosus,Native
Aphanostephus ramosissimus,Native
Aphanostephus ramosissimus var. ramosissimus,Native
Aphanostephus riddellii,Native
Aphanostephus skirrhobasis,Native
Aphanostephus skirrhobasis var. kidderi,Native
Aphanostephus skirrhobasis var. skirrhobasis,Native
Aphanostephus skirrhobasis var. thallasius,Native
Aphyllon,Native
Aphyllon fasciculatum,Native
Aphyllon uniflorum,Native
Apiaceae,mixed
Apios,Native
Apios americana,Native
Apios priceana,Native
Apium,Alien
Apium graveolens,Alien
Aplectrum,Native
Aplectrum hyemale,Native
Apluda,Alien
Apluda mutica,Alien
Apocynaceae,mixed
Apocynum,Native
Apocynum androsaemifolium,Native
Apocynum cannabinum,Native
Apocynum floribundum,Native
Apocynum sibiricum,Native
Apodanthaceae,Native
Aptenia,Alien
Aptenia cordifolia,Alien
Apteria,Native
Apteria aphylla,Native
Aquifoliaceae,mixed
Aquilegia,mixed
Aquilegia canadensis,Native
Aquilegia vulgaris,Alien
Arabidopsis,mixed
Arabidopsis lyrata,Native
Arabidopsis lyrata ssp. lyrata,Native
Arabidopsis thaliana,Alien
Arabis,Native
Arabis adpressipilis,Native
Arabis georgiana,Native
Arabis patens,Native
Arabis pycnocarpa,Native
Araceae,mixed
Araceae {subfamily Lemnoideae},mixed
Arachis,Alien
Arachis glabrata,Alien
Arachis hypogaea,Alien
Arachniodes,Alien
Arachniodes simplicior,Alien
Aralia,mixed
Aralia elata,Alien
Aralia hispida,Native
Aralia nudicaulis,Native
Aralia racemosa,Native
Aralia spinosa,Native
Araliaceae,mixed
Araucaria,Alien
Araucaria heterophylla,Alien
Araucariaceae,Alien
Araujia,Alien
Araujia odorata,Alien
Araujia sericifera,Alien
Arbutus,Native
Arbutus xalapensis,Native
Arceuthobium,Native
Arceuthobium pusillum,Native
Arctium,mixed
Arctium lappa,Alien
Arctium minus,Alien
Arctium tomentosum,Native
Arctostaphylos,Native
Arctostaphylos uva-ursi,Native
Arctotis,Alien
Arctotis venusta,Alien
Ardisia,mixed
Ardisia crenata,Alien
Ardisia elliptica,Alien
Ardisia escallonioides,Native
Ardisia japonica,Alien
Arecaceae,mixed
Arenaria,mixed
Arenaria [leptoclados + serpyllifolia],Alien
Arenaria benthamii,Native
Arenaria lanuginosa,Native
Arenaria lanuginosa var. lanuginosa,Native
Arenaria leptoclados,Alien
Arenaria serpyllifolia,Alien
Arethusa,Native
Arethusa bulbosa,Native
Argemone,Native
Argemone aenea,Native
Argemone albiflora,Native
Argemone albiflora var. albiflora,Native
Argemone albiflora var. texana,Native
Argemone aurantiaca,Native
Argemone mexicana,Native
Argemone polyanthemos,Native
Argemone sanguinea,Native
Argentina,Native
Argentina anserina,Native
Argentina anserina ssp. anserina,Native
Argentina pacifica,Native
Argyrochosma,Native
Argyrochosma dealbata,Native
Argyrochosma microphylla,Native
Argythamnia,Native
Argythamnia aphoroides,Native
Argythamnia blodgettii,Native
Argythamnia humilis,Native
Argythamnia mercurialina,Native
Argythamnia mercurialina var. mercurialina,Native
Argythamnia mercurialina var. pilosissima,Native
Argythamnia serrata,Native
Argythamnia simulans,Native
Ariocarpus,Native
Ariocarpus fissuratus,Native
Ariocarpus fissuratus var. fissuratus,Native
Arisaema,Native
Arisaema [pusillum + quinatum + stewardsonii + triphyllum],Native
Arisaema [pusillum + quinatum + triphyllum],Native
Arisaema [pusillum + stewardsonii + triphyllum],Native
Arisaema [pusillum + triphyllum],Native
Arisaema {triphyllum s.l.},Native
Arisaema acuminatum,Native
Arisaema dracontium,Native
Arisaema pusillum,Native
Arisaema quinatum,Native
Arisaema stewardsonii,Native
Arisaema triphyllum,Native
Aristea,Alien
Aristea ecklonii,Alien
Aristida,mixed
Aristida [geniculata + longespica],Native
Aristida adscensionis,Native
Aristida basiramea,Native
Aristida beyrichiana,Native
Aristida condensata,Native
Aristida curtissii,Native
Aristida desmantha,Native
Aristida dichotoma,Native
Aristida divaricata,Alien
Aristida floridana,Native
Aristida geniculata,Native
Aristida gyrans,Native
Aristida lanosa,Native
Aristida longespica,Native
Aristida mohrii,Native
Aristida oligantha,Native
Aristida palustris,Native
Aristida patula,Native
Aristida purpurascens,Native
Aristida purpurea,Native
Aristida purpurea var. fendleriana,Native
Aristida purpurea var. longiseta,Native
Aristida purpurea var. nealleyi,Native
Aristida purpurea var. purpurea,Native
Aristida purpurea var. wrightii,Native
Aristida ramosissima,Native
Aristida rhizomophora,Native
Aristida simpliciflora,Native
Aristida spiciformis,Native
Aristida spiciformis var. spiciformis,Native
Aristida stricta,Native
Aristida tenuispica,Native
Aristida ternipes,Native
Aristida ternipes var. ternipes,Native
Aristida tuberculosa,Native
Aristida virgata,Native
Aristolochia,mixed
Aristolochia clematitis,Alien
Aristolochia elegans,Alien
Aristolochia erecta,Native
Aristolochia labiata,Alien
Aristolochia maxima,Alien
Aristolochia pentandra,Native
Aristolochia ringens,Alien
Aristolochiaceae,mixed
Armeria,Native
Armeria maritima,Native
Armeria maritima ssp. sibirica,Native
Armoracia,Alien
Armoracia rusticana,Alien
Arnica,Native
Arnica acaulis,Native
Arnoglossum,Native
Arnoglossum album,Native
Arnoglossum atriplicifolium,Native
Arnoglossum diversifolium,Native
Arnoglossum floridanum,Native
Arnoglossum ovatum,Native
Arnoglossum ovatum var. lanceolatum,Native
Arnoglossum ovatum var. ovatum,Native
Arnoglossum plantagineum,Native
Arnoglossum reniforme,Native
Arnoglossum sulcatum,Native
Arnoseris,Alien
Arnoseris minima,Alien
Aronia,Native
Aronia arbutifolia,Native
Aronia melanocarpa,Native
Aronia prunifolia,Native
Arrhenatherum,Alien
Arrhenatherum elatius,Alien
Arrhenatherum elatius var. bulbosum,Alien
Arrhenatherum elatius var. elatius,Alien
Artemisia,mixed
Artemisia abrotanum,Alien
Artemisia absinthium,Alien
Artemisia annua,Alien
Artemisia biennis,Alien
Artemisia biennis var. biennis,Alien
Artemisia carruthii,Native
Artemisia caudata,Native
Artemisia dracunculus,Native
Artemisia filifolia,Native
Artemisia frigida,Alien
Artemisia ludoviciana,Native
Artemisia mexicana,Native
Artemisia pontica,Alien
Artemisia scoparia,Native
Artemisia stelleriana,Alien
Artemisia tridentata,Alien
Artemisia tridentata ssp. tridentata,Alien
Artemisia verlotiorum,Alien
Artemisia vulgaris,Alien
Arthraxon,Alien
Arthraxon hispidus,Alien
Arthraxon hispidus var. hispidus,Alien
Arum,Alien
Arum italicum,Alien
Arum italicum ssp. italicum,Alien
Aruncus,mixed
Aruncus dioicus,Native
Aruncus dioicus var. dioicus,Native
Aruncus dioicus var. pubescens,Native
Aruncus sylvester,Alien
Arundinaria,Native
Arundinaria [appalachiana + gigantea],Native
Arundinaria [gigantea + tecta],Native
Arundinaria appalachiana,Native
Arundinaria gigantea,Native
Arundinaria species 1,Native
Arundinaria tecta,Native
Arundo,Alien
Arundo donax,Alien
Asarum,Native
Asarum [acuminatum + canadense + reflexum],Native
Asarum [acuminatum + canadense],Native
Asarum [canadense + reflexum],Native
Asarum acuminatum,Native
Asarum canadense,Native
Asarum reflexum,Native
Asclepias,mixed
Asclepias amplexicaulis,Native
Asclepias arenaria,Native
Asclepias capricornu,Native
Asclepias cinerea,Native
Asclepias connivens,Native
Asclepias curassavica,Alien
Asclepias curtissii,Native
Asclepias emoryi,Native
Asclepias engelmanniana,Native
Asclepias exaltata,Native
Asclepias feayi,Native
Asclepias hirtella,Native
Asclepias humistrata,Native
Asclepias incarnata,Native
Asclepias incarnata var. incarnata,Native
Asclepias incarnata var. pulchra,Native
Asclepias lanceolata,Native
Asclepias latifolia,Native
Asclepias linearis,Native
Asclepias longifolia,Native
Asclepias meadii,Native
Asclepias michauxii,Native
Asclepias obovata,Native
Asclepias oenotheroides,Native
Asclepias pedicellata,Native
Asclepias perennis,Native
Asclepias prostrata,Native
Asclepias pumila,Native
Asclepias purpurascens,Native
Asclepias quadrifolia,Native
Asclepias rubra,Native
Asclepias speciosa,Native
Asclepias stenophylla,Native
Asclepias subverticillata,Native
Asclepias sullivantii,Native
Asclepias syriaca,Native
Asclepias texana,Native
Asclepias tomentosa,Native
Asclepias tuberosa,Native
Asclepias tuberosa var. 1,Native
Asclepias tuberosa var. 2,Native
Asclepias tuberosa var. cordata,Native
Asclepias tuberosa var. rolfsii,Native
Asclepias tuberosa var. tuberosa,Native
Asclepias variegata,Native
Asclepias verticillata,Native
Asclepias viridiflora,Native
Asclepias viridis,Native
Asclepias viridula,Native
Asemeia,Native
Asemeia grandiflora,Native
Asimina,Native
Asimina [angustifolia + incana],Native
Asimina [angustifolia + spatulata],Native
Asimina [parviflora + triloba],Native
Asimina angustifolia,Native
Asimina incana,Native
Asimina manasota,Native
Asimina obovata,Native
Asimina parviflora,Native
Asimina pygmaea,Native
Asimina reticulata,Native
Asimina spatulata,Native
Asimina tetramera,Native
Asimina triloba,Native
Asparagaceae,Alien
Asparagus,Alien
Asparagus aethiopicus,Alien
Asparagus officinalis,Alien
Asparagus setaceus,Alien
Asperugo,Alien
Asperugo procumbens,Alien
Asphodelaceae,Alien
Aspicarpa,Native
Aspicarpa hyssopifolia,Native
Aspidistra,Alien
Aspidistra elatior,Alien
Aspidogyne,Native
Aspidogyne querceticola,Native
Aspleniaceae,mixed
Asplenium,mixed
Asplenium [quadrivalens + trichomanes],Native
Asplenium ×ebenoides,Native
Asplenium abscissum,Native
Asplenium abscissum var. abscissum,Native
Asplenium auritum,Native
Asplenium bradleyi,Native
Asplenium cristatum,Native
Asplenium curtissii,Native
Asplenium dentatum,Native
Asplenium heterochroum,Native
Asplenium heteroresiliens,Native
Asplenium monanthes,Native
Asplenium montanum,Native
Asplenium pinnatifidum,Native
Asplenium platyneuron,Native
Asplenium plenum,Native
Asplenium pumilum,Native
Asplenium quadrivalens,Native
Asplenium resiliens,Native
Asplenium rhizophyllum,Native
Asplenium ruta-muraria,Native
Asplenium ruta-muraria var. cryptolepis,Native
Asplenium scolopendrium,mixed
Asplenium scolopendrium var. americanum,Native
Asplenium scolopendrium var. scolopendrium,Alien
Asplenium septentrionale,Native
Asplenium serratum,Native
Asplenium trichomanes,Native
Asplenium trudellii,Native
Asplenium tutwilerae,Native
Asplenium verecundum,Native
Aster,Alien
Aster tataricus,Alien
Asteraceae,mixed
Asteraceae {Aster s.l.},mixed
Asteraceae {Eupatorium s.l.},mixed
Astilbe,Native
Astilbe biternata,Native
Astilbe crenatiloba,Native
Astraea,Mixed
Astraea lobata,Mixed
Astragalus,mixed
Astragalus bibullatus,Native
Astragalus brazoensis,Native
Astragalus canadensis,Native
Astragalus canadensis var. canadensis,Native
Astragalus crassicarpus,Native
Astragalus crassicarpus var. berlandieri,Native
Astragalus crassicarpus var. crassicarpus,Native
Astragalus distortus,Native
Astragalus distortus var. distortus,Native
Astragalus distortus var. engelmannii,Native
Astragalus emoryanus,Native
Astragalus emoryanus var. emoryanus,Native
Astragalus glycyphyllos,Alien
Astragalus gracilis,Native
Astragalus hamosus,Alien
Astragalus leptocarpus,Native
Astragalus lindheimeri,Native
Astragalus lotiflorus,Native
Astragalus michauxii,Native
Astragalus missouriensis,Native
Astragalus missouriensis var. missouriensis,Native
Astragalus mollissimus,Native
Astragalus mollissimus var. mollissimus,Native
Astragalus neglectus,Native
Astragalus nuttallianus,Native
Astragalus nuttallianus var. austrinus,Native
Astragalus nuttallianus var. nuttallianus,Native
Astragalus nuttallianus var. trichocarpus,Native
Astragalus nuttallianus var. zapatanus,Native
Astragalus obcordatus,Native
Astragalus plattensis,Native
Astragalus pleianthus,Native
Astragalus racemosus,Native
Astragalus racemosus var. racemosus,Native
Astragalus reflexus,Native
Astragalus soxmaniorum,Native
Astragalus tennesseensis,Native
Astragalus trichocalyx,Native
Astragalus villosus,Native
Astragalus wrightii,Native
Astranthium,Native
Astranthium ciliatum,Native
Astranthium integrifolium,Native
Astrebla,Alien
Astrebla lappacea,Alien
Astrolepis,Native
Astrolepis cochisensis,Native
Astrolepis cochisensis ssp. chihuahuensis,Native
Astrolepis integerrima,Native
Astrolepis sinuata,Native
Astrolepis sinuata ssp. sinuata,Native
Astrophytum,Native
Astrophytum asterias,Native
Asystasia,Alien
Asystasia gangetica,Alien
Asystasia gangetica ssp. gangetica,Alien
Asystasia gangetica ssp. micrantha,Alien
Atalantia,Alien
Atalantia buxifolia,Alien
Athyriaceae,mixed
Athyrium,Native
Athyrium angustum,Native
Athyrium asplenioides,Native
Atocion,Alien
Atocion armeria,Alien
Atrema,Native
Atrema americanum,Native
Atriplex,mixed
Atriplex [mucronata + pentandra],Native
Atriplex acadiensis,Native
Atriplex acanthocarpa,Native
Atriplex acanthocarpa var. coahuilensis,Native
Atriplex argentea,mixed
Atriplex argentea var. argentea,Alien
Atriplex argentea var. expansa,Native
Atriplex canescens,Native
Atriplex canescens var. canescens,Native
Atriplex dioica,Native
Atriplex glabriuscula,Native
Atriplex holocarpa,Alien
Atriplex hortensis,Alien
Atriplex klebergorum,Native
Atriplex littoralis,Alien
Atriplex matamorensis,Native
Atriplex micrantha,Alien
Atriplex mucronata,Native
Atriplex patula,Alien
Atriplex pentandra,Native
Atriplex prostrata,Alien
Atriplex rosea,Alien
Atriplex semibaccata,Mixed
Atriplex tatarica,Alien
Atriplex wrightii,Alien
Atropa,Alien
Atropa belladonna,Alien
Aucuba,Alien
Aucuba japonica,Alien
Aureolaria,Native
Aureolaria calycosa,Native
Aureolaria flava,Native
Aureolaria grandiflora,Native
Aureolaria grandiflora var. grandiflora,Native
Aureolaria grandiflora var. pulchra,Native
Aureolaria grandiflora var. serrata,Native
Aureolaria levigata,Native
Aureolaria patula,Native
Aureolaria pectinata,Native
Aureolaria pedicularia,Native
Aureolaria virginica,Native
Aurinia,Alien
Aurinia saxatilis,Alien
Aurinia saxatilis ssp. saxatilis,Alien
Avena,Alien
Avena fatua,Alien
Avena sativa,Alien
Avena sterilis,Alien
Avenella,Native
Avenella flexuosa,Native
Avenula,Alien
Avenula pubescens,Alien
Avicennia,Native
Avicennia germinans,Native
Axonopus,Native
Axonopus compressus,Native
Axonopus fissifolius,Native
Axonopus furcatus,Native
Ayenia,Native
Ayenia euphrasiifolia,Native
Ayenia euphrasiifolia ssp. euphrasiifolia,Native
Ayenia limitaris,Native
Ayenia pilosa,Native
Azolla,mixed
Azolla caroliniana,Native
Azolla filiculoides,Alien
Azolla microphylla,Native
Azolla pinnata,Alien
Azolla pinnata ssp. asiatica,Alien
Baccharis,Native
Baccharis angustifolia,Native
Baccharis dioica,Native
Baccharis glomeruliflora,Native
Baccharis halimifolia,Native
Baccharis neglecta,Native
Baccharis salicifolia,Native
Baccharis salicina,Native
Baccharis texana,Native
Baccharis wrightii,Native
Bacopa,mixed
Bacopa aquatica,Native
Bacopa caroliniana,Native
Bacopa egensis,Alien
Bacopa innominata,Native
Bacopa monnieri,Native
Bacopa repens,Alien
Bacopa rotundifolia,Native
Balduina,Native
Balduina angustifolia,Native
Balduina atropurpurea,Native
Balduina uniflora,Native
Ballota,Alien
Ballota nigra,Alien
Balsaminaceae,mixed
Bambusa,Alien
Bambusa bambos,Alien
Bambusa multiplex,Alien
Bambusa vulgaris,Alien
Baptisia,Native
Baptisia [alba + albescens],Native
Baptisia aberrans,Native
Baptisia alba,Native
Baptisia albescens,Native
Baptisia arachnifera,Native
Baptisia australis,Native
Baptisia bracteata,Native
Baptisia calycosa,Native
Baptisia cinerea,Native
Baptisia hirsuta,Native
Baptisia lactea,Native
Baptisia lanceolata,Native
Baptisia lanceolata var. lanceolata,Native
Baptisia lanceolata var. tomentosa,Native
Baptisia lecontei,Native
Baptisia leucophaea,Native
Baptisia leucophaea var. laevicaulis,Native
Baptisia leucophaea var. leucophaea,Native
Baptisia megacarpa,Native
Baptisia minor,Native
Baptisia nuttalliana,Native
Baptisia perfoliata,Native
Baptisia riparia,Native
Baptisia simplicifolia,Native
Baptisia sphaerocarpa,Native
Baptisia tinctoria,Native
Barbarea,Alien
Barbarea [verna + vulgaris],Alien
Barbarea verna,Alien
Barbarea vulgaris,Alien
Barleria,Alien
Barleria cristata,Alien
Barleria lupulina,Alien
Barleria repens,Alien
Bartonia,Native
Bartonia paniculata,Native
Bartonia paniculata ssp. iodandra,Native
Bartonia paniculata ssp. paniculata,Native
Bartonia paniculata ssp. texana,Native
Bartonia verna,Native
Bartonia virginica,Native
Basella,Alien
Basella alba,Alien
Basellaceae,mixed
Basiphyllaea,Native
Basiphyllaea corallicola,Native
Bassia,Alien
Bassia hyssopifolia,Alien
Bassia scoparia,Alien
Bastardia,Native
Bastardia viscosa,Native
Bastardia viscosa var. viscosa,Native
Bataceae,Native
Batis,Native
Batis maritima,Native
Bauhinia,Alien
Bauhinia aculeata,Alien
Bauhinia purpurea,Alien
Bauhinia variegata,Alien
Beckmannia,Uncertain
Beckmannia syzigachne,Uncertain
Begonia,Alien
Begonia cucullata,Alien
